setting,id,n_states,n_questions,total_question_chars,total_question_tokens,mean_question_chars,rubric_points,final_correct,expected_answer,final_response_chars,path_length,displacement,spiral_ratio,max_radius,mean_radius,radial_growth,radial_volatility,return_fraction,local_excess_mean,local_excess_total,turn_curvature,efficiency
AskMind,6b0de8a61638a2b99898159b0a64430b36a3c68f542878ef00b02ea0d6069891,2,1,166,26,166.0,3,1,288,1179,0.6993038184470274,0.6993038184470274,1.0,0.6993038184470274,0.34965190922351375,0.6993038184470273,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,be623f9e2acfb01f9ac71f6ebf255d4c9bab7f7ad5af6bf16d1a3c948e848abf,2,1,211,35,211.0,3,1,40,1265,0.9518627778778131,0.9518627778778131,1.0,0.9518627778778131,0.4759313889389066,0.9518627778778131,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8b7da812e3d3f19c286fa86d183add9231356663b5f65be7737f27b8a1c0a341,2,1,92,17,92.0,3,1,594,15011,0.8330263371355144,0.8330263371355144,1.0,0.8330263371355144,0.4165131685677572,0.8330263371355144,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,e613d83b16b424c877fe6d164ba7638bf99a5f41010a09ad2dd332b42b94143a,2,1,166,29,166.0,3,1,22,5019,0.5052229956081513,0.5052229956081513,1.0,0.5052229956081513,0.2526114978040757,0.5052229956081512,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,26af8ee64b8e5aa0da3a2a1280514d81c1f5aa48e34078950e6bab6b09eb8754,2,1,195,35,195.0,4,1,55,4141,0.6419365227222298,0.6419365227222298,1.0,0.6419365227222298,0.320968261361115,0.6419365227222296,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,b633a1b1afc802d2645bc9ec6a445a0d213d4818ff991cade0648ee4e313fc3f,2,1,273,47,273.0,4,1,15013,7322,0.747295493957512,0.747295493957512,1.0,0.747295493957512,0.3736477469787561,0.7472954939575119,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,24c9d66387964ec7dfa60c300c7abfc7806e1a3ece8af1d609e5ffcb8ee70296,2,1,148,28,148.0,3,1,1995,9020,0.6645563002556891,0.6645563002556891,1.0,0.6645563002556891,0.33227815012784456,0.6645563002556891,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,db76655e64982ecd5d734a69b813cd19f7b9e1727a92dc1fbf6641b50ad1b463,2,1,86,15,86.0,3,1,14,1225,0.7291478568369164,0.7291478568369164,1.0,0.7291478568369164,0.3645739284184582,0.7291478568369164,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,9f5377928815cab8e098eb3b279265c1f158ca6948a07a47a6a4aea35bf1695d,2,1,192,35,192.0,3,1,12,621,0.647263616491447,0.647263616491447,1.0,0.647263616491447,0.3236318082457235,0.647263616491447,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,09a7a089e53fb23f36eec5c234cb0b665f304cb98ef4e464aa4a17fec875b852,2,1,228,39,228.0,3,1,65536,7158,0.5048739606423145,0.5048739606423145,1.0,0.5048739606423145,0.25243698032115724,0.5048739606423145,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,aa4c5ad4b5e4e5aa3fe3f36f8605ea500f62e2c9f4349c33ca1487ebcb19ef2a,2,1,142,25,142.0,5,0,1000,472,0.5866787360989305,0.5866787360989305,1.0,0.5866787360989305,0.29333936804946525,0.5866787360989305,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8746f7c1a3da73e91e7ed218d7a400b1749d9ffe3ee356d3ceee694a401de3eb,2,1,139,26,139.0,3,1,7,324,0.8120171844642902,0.8120171844642902,1.0,0.8120171844642902,0.4060085922321452,0.8120171844642899,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,db70cfef1e7324f2095f9b0a5cc1ceaa4be2600f2c5da671a00d36fcdb5508bf,2,1,211,42,211.0,3,1,47,4303,0.8197467853820346,0.8197467853820346,1.0,0.8197467853820346,0.4098733926910173,0.8197467853820346,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,b56c4cf4123e71d4805f75b83c95661155564e269b35d69ec67b247f76c168b2,2,1,272,48,272.0,3,1,3,945,0.5411376593162396,0.5411376593162396,1.0,0.5411376593162396,0.27056882965811996,0.5411376593162393,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,829cdfd7436094a77a90504b5a2d734139cbea66f25675b2bd2da2c64d9c677e,2,1,73,9,73.0,3,1,5,3022,0.9693340971092432,0.9693340971092432,1.0,0.9693340971092432,0.4846670485546216,0.9693340971092432,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f08135b3242b5de77deef2feb670382a18152923a4de8a13254350bec8ef7356,2,1,241,43,241.0,4,1,3,10890,0.48980002000407796,0.48980002000407796,1.0,0.48980002000407796,0.24490001000203904,0.48980002000407785,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f1cc3ddb344a89737f7f68b9018822b9f78eaf01517dcc76101c910d1b6e241f,2,1,236,40,236.0,3,1,490,539,0.5808929504183731,0.5808929504183731,1.0,0.5808929504183731,0.29044647520918654,0.5808929504183731,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,4bf1e937c1474bcb08c519db92a979f50a78da2ff0f8166f6a6cc4ad8c713fb5,2,1,339,56,339.0,3,1,825,621,0.8463860068636331,0.8463860068636331,1.0,0.8463860068636331,0.42319300343181654,0.8463860068636331,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,178c84e40a11e4cf054eb208c9764a75765cbd8a711973399d2a49173fcf0aef,2,1,154,27,154.0,4,1,12,1665,0.6040818637204004,0.6040818637204004,1.0,0.6040818637204004,0.3020409318602002,0.6040818637204004,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,1e469c5aeee50952a943d52cb133b77e7ab736f2dd8ca292ad48a1b73ae41b73,2,1,200,34,200.0,3,1,9,4181,0.4148359933467032,0.4148359933467032,1.0,0.4148359933467032,0.20741799667335165,0.41483599334670307,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,6862fc3c6f2ca435fadcf2acb8a42510bb89af3aa6d719929f24d505979756e0,2,1,122,23,122.0,3,1,552,600,0.8354943038916567,0.8354943038916567,1.0,0.8354943038916567,0.41774715194582834,0.8354943038916567,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ed507c0ec4645003e36028b604cfe78d819f6257713dfc373f40cb992ed2a883,2,1,161,28,161.0,3,1,315,12441,0.7053324893945772,0.7053324893945772,1.0,0.7053324893945772,0.35266624469728863,0.705332489394577,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,016aab7be2fd08ba8f0d50df5ed2b55944856ed41194715bdd6d84ef3d0e1532,2,1,99,20,99.0,3,1,55,6482,0.8247267438074668,0.8247267438074668,1.0,0.8247267438074668,0.4123633719037334,0.8247267438074668,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,54b829099ef11d61511f82974e47f40df9de0e2ebfccfac0ff5675e62d788843,2,1,65,9,65.0,3,1,-4,1242,0.940269670982416,0.940269670982416,1.0,0.940269670982416,0.47013483549120805,0.9402696709824159,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,bb72ea76a3e4183679a27ce50239bdda8c628327da327adccdfd3498ffa356e1,2,1,177,31,177.0,3,1,0,9452,0.4220128083676977,0.4220128083676977,1.0,0.4220128083676977,0.21100640418384886,0.4220128083676977,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,c99fdd05c147f63b904c56723b9fa428fee3ff8c32de89ef04bb1c2ac778c1dd,2,1,233,40,233.0,3,1,2,3070,0.5853395875252927,0.5853395875252927,1.0,0.5853395875252927,0.2926697937626464,0.5853395875252926,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,4a2768adaa43992a4ac3cd84bde9562681f77e766819f79ee6495763d41f3d92,2,1,167,29,167.0,2,1,90,2259,0.5748378240901743,0.5748378240901743,1.0,0.5748378240901743,0.2874189120450871,0.5748378240901743,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,2a854b0f4e18596e711be906e3e1e7a3676fc9e4a4c01cc7e8bdeb20c46c807c,2,1,328,59,328.0,3,1,6,1203,0.7455988164415823,0.7455988164415823,1.0,0.7455988164415823,0.37279940822079116,0.7455988164415823,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,e8525ada50c295f2bd2f1872281ea31e5ef0226355abbdc94cda80c078d63c6d,2,1,58,8,58.0,3,1,240,578,0.8405893206027829,0.8405893206027829,1.0,0.8405893206027829,0.42029466030139145,0.8405893206027829,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ed7d6a5a05e3766b30dc3c80aced3b0afaa33f759cae65e337491284344630bb,2,1,259,50,259.0,4,1,34,4512,0.7130941312900676,0.7130941312900676,1.0,0.7130941312900676,0.3565470656450338,0.7130941312900676,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,d1b204855841d82957513c29130b9327477debd118c444557b4843de6b250aa0,2,1,250,43,250.0,3,1,14,2440,0.4942651991015392,0.4942651991015392,1.0,0.4942651991015392,0.24713259955076966,0.4942651991015391,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,06f58ad4a8414c4d6452b0a72c4bd613a04374179e3ee7a491480162569bbd0b,2,1,322,53,322.0,4,1,145,12347,0.529774785533803,0.529774785533803,1.0,0.529774785533803,0.2648873927669015,0.529774785533803,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,99a109c2f3ebe38e79d6195c7b53e59b9766ba042cbb1019d8b9822474f6a72c,2,1,174,34,174.0,3,1,5,5544,0.368337560903239,0.368337560903239,1.0,0.368337560903239,0.1841687804516195,0.368337560903239,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,710f6d46e09735d03c79faa10b524d752de5fba104552262e90fdc26dabcfe8a,2,1,193,33,193.0,3,1,274,1521,0.7576096001471639,0.7576096001471639,1.0,0.7576096001471639,0.37880480007358197,0.7576096001471639,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,0c8d0ba6b5a3be81835b89f0946b56f269a0cfe8f3357d3d0bfffe5eb6c47963,2,1,184,34,184.0,3,1,1314,1547,0.7118861086435504,0.7118861086435504,1.0,0.7118861086435504,0.3559430543217752,0.7118861086435504,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,10095c157601cebcc97b172073681671c237a551942bf3aec5c8a98385efffc0,2,1,161,32,161.0,2,1,15,12252,0.5477785921910903,0.5477785921910903,1.0,0.5477785921910903,0.27388929609554513,0.5477785921910903,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,60fd6d79fa0189fbc65d09ccedc0dc6a1b31a9fa8b85738746eff69b11546837,2,1,218,40,218.0,3,1,15,7746,0.6051551181124667,0.6051551181124667,1.0,0.6051551181124667,0.30257755905623346,0.6051551181124665,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,9a27955404adcf9de0015cd325bc5f9f1e90a84f6adcccc0e603194e3ca003db,2,1,112,17,112.0,3,1,-21600,471,0.8043145886495447,0.8043145886495447,1.0,0.8043145886495447,0.4021572943247725,0.8043145886495445,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,31f56e714bbed96edb981a9bbd4c86d4ece13da9f56e79f29ff885d3f5be1e09,2,1,294,46,294.0,3,1,26,17966,0.3630520200978309,0.3630520200978309,1.0,0.3630520200978309,0.18152601004891544,0.3630520200978309,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8ec8d0bded5abf43ad629a91d6c12ed350dbcbc45aa5bc72f9e0ab0c7d0b2e0e,2,1,314,55,314.0,3,1,25,1102,0.9047225917436328,0.9047225917436328,1.0,0.9047225917436328,0.4523612958718164,0.9047225917436328,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ef9bdf4885171d4b82af15e531a7e939573626ee6ca1f67869c23d9beabf0f95,2,1,220,41,220.0,2,1,-54,1972,0.5319310659681565,0.5319310659681565,1.0,0.5319310659681565,0.26596553298407843,0.5319310659681562,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,984baa28e112973da748bf5c92eae9130e2025b7b6688516a311c1a646f5e69c,2,1,182,31,182.0,3,1,36,16344,0.4754262524286682,0.4754262524286682,1.0,0.4754262524286682,0.2377131262143341,0.4754262524286682,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,456b4644b21d19f27286ec0965bfb77889c86bdbd5145b8239234462b0405bad,2,1,181,33,181.0,3,1,195,514,0.6799699765518055,0.6799699765518055,1.0,0.6799699765518055,0.33998498827590273,0.6799699765518055,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,6ac32a1606e3acb4317af50fa6a9e3f3a5f5b87b0502cffbbb4317cd3684ac33,2,1,99,17,99.0,3,1,8,444,0.8646415326016811,0.8646415326016811,1.0,0.8646415326016811,0.43232076630084054,0.8646415326016811,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f726fc6d2ee17d8f4d5eb0fb8f5d16d284d391d33934a072f31911bf610f2742,2,1,228,39,228.0,3,1,5,1371,0.4655401667299852,0.4655401667299852,1.0,0.4655401667299852,0.2327700833649926,0.4655401667299852,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,fb7ed140ec2fe1091a44e0a61647524731baede957cbc1d02f8560e8de30a4a2,2,1,227,33,227.0,3,1,15,2089,0.5380827764982978,0.5380827764982978,1.0,0.5380827764982978,0.26904138824914897,0.5380827764982977,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,2871159e6b11315c7a4de572d8c0b9297df178e51e60139076760a52aa510632,2,1,205,35,205.0,3,1,4,578,0.8421429773768188,0.8421429773768188,1.0,0.8421429773768188,0.4210714886884095,0.8421429773768185,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,bde179603dfb50e708bd95c1ccda5c7c6588521378b6ce27d76872fc04c644fb,2,1,75,6,75.0,3,1,100,324,0.9477854076572845,0.9477854076572845,1.0,0.9477854076572845,0.47389270382864224,0.9477854076572845,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,799d19dcabd801e85b6dbea3c23aef0afd3c7bad8a2957b68b88d95a45bfc8b6,2,1,102,17,102.0,4,1,170,3821,0.915005884130462,0.915005884130462,1.0,0.915005884130462,0.457502942065231,0.915005884130462,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,fddd3c59b638661fab87d9faec5a5c07796a3cc86481871af11249425e62c772,2,1,96,17,96.0,3,1,16,665,0.7411963346521748,0.7411963346521748,1.0,0.7411963346521748,0.3705981673260874,0.7411963346521748,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,bfc2aff0365ba7834b949e1ee22a828879e07101a184606ba0047fd52c56ac3a,2,1,102,18,102.0,3,1,7,992,0.7543083106086698,0.7543083106086698,1.0,0.7543083106086698,0.3771541553043349,0.7543083106086698,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ce1b4b15a3f4c6ad37260bd5d0027cf91dedb2c2b6529de236ddbf05ec6ede78,2,1,205,34,205.0,3,1,17,2808,0.9616150121453536,0.9616150121453536,1.0,0.9616150121453536,0.4808075060726768,0.9616150121453536,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,c42d8dba63ab829b37e336059781fb39d75a1a335ed63dffba1ace46745ba014,2,1,236,41,236.0,3,1,1,600,0.7629130070180712,0.7629130070180712,1.0,0.7629130070180712,0.38145650350903565,0.7629130070180711,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f672361d62e75fba96b9852c31aa9ffe265be4974862f866dc4ec0ee55b633a6,2,1,216,37,216.0,3,1,2786,7401,0.7343017463099852,0.7343017463099852,1.0,0.7343017463099852,0.3671508731549926,0.7343017463099852,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,80c2bd6fa417e3a64a723ade03bffdb851c1fe22b14c5d5d7fd5167e19376033,2,1,336,58,336.0,3,1,4,7191,0.5765888831057615,0.5765888831057615,1.0,0.5765888831057615,0.28829444155288075,0.5765888831057615,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,c2aa1045c3c709a59930cafe012dba0cdda3a4afdb2ebf110a8fe37322c82b06,2,1,309,55,309.0,3,1,284,16137,0.5842695420326881,0.5842695420326881,1.0,0.5842695420326881,0.29213477101634405,0.5842695420326881,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,46d7a0589755b4839429a0438ee06eb92d89f59c578a603723932b51f39365e7,2,1,209,36,209.0,3,1,41,1172,0.6532844999754934,0.6532844999754934,1.0,0.6532844999754934,0.32664224998774677,0.6532844999754933,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,5f57bebcd8dbbd6e98255897512f91084dc061d8e3c9e1c9a59063685ca21ea4,2,1,272,49,272.0,4,1,758,1045,0.4366300008284554,0.4366300008284554,1.0,0.4366300008284554,0.2183150004142278,0.43663000082845516,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f2e10f7104467231b54686fc8a5148c159c60f70771ef8031d0209dc8819512e,2,1,146,16,146.0,3,1,13,2333,0.8670995578225995,0.8670995578225995,1.0,0.8670995578225995,0.43354977891129975,0.8670995578225995,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,db34283682d799b2f8bac1775d2e4e69b0be24b5312ed0386e9cc17350948fdb,2,1,210,37,210.0,3,1,10,7841,0.8562633727072759,0.8562633727072759,1.0,0.8562633727072759,0.42813168635363796,0.8562633727072759,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,a810a3d8ff6493dab8c92403ff1d2ba45633f9c5da9007a0cf19f343f9508e5d,2,1,201,31,201.0,3,1,135,1485,0.5433432626151388,0.5433432626151388,1.0,0.5433432626151388,0.2716716313075694,0.5433432626151388,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,2a4a8ec3ee77ccfcd456dd39f9039272a1832c608e1a9904831ae086cb8261ca,2,1,309,50,309.0,3,1,574,2648,0.8293028067321092,0.8293028067321092,1.0,0.8293028067321092,0.4146514033660546,0.8293028067321092,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,d70196e997f6ea3d5ea38269b39fe76c742e3ce4f023b2be2a5d527c390f2918,2,1,385,71,385.0,3,1,357,938,0.48354034727196227,0.48354034727196227,1.0,0.48354034727196227,0.24177017363598124,0.48354034727196205,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,072197feb8722cb47707a54aa60e0524874ae3eeb3f01b2090d048bbe68ea5f5,2,1,206,38,206.0,3,1,22,2627,0.7031019620824714,0.7031019620824714,1.0,0.7031019620824714,0.3515509810412359,0.7031019620824711,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,cfafc0aef808d1e4020e2af027e599f5f9471cf2db039f58a09e148db628ccd3,2,1,323,53,323.0,3,1,574,1442,0.9776280152587622,0.9776280152587622,1.0,0.9776280152587622,0.4888140076293811,0.9776280152587622,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,29bd8f587eec299a06354338a09115d8484d5bc4aad20a4f512799d5c68074e0,2,1,216,43,216.0,3,1,400,2901,0.5790505540712629,0.5790505540712629,1.0,0.5790505540712629,0.28952527703563147,0.5790505540712629,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,7eed89fac2b9cba466783d48cce0251439e65ef69f92e70b4b2864322a9c3d1f,2,1,200,35,200.0,4,1,56,518,0.6119088327488491,0.6119088327488491,1.0,0.6119088327488491,0.30595441637442455,0.6119088327488491,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,9763614ba09b23682bfe67d9e062c1d0495990a8add839ea8e02a7d5a41e80ed,2,1,106,21,106.0,5,1,7,1063,0.9667036420893986,0.9667036420893986,1.0,0.9667036420893986,0.4833518210446993,0.9667036420893986,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,c2ebbd087fa4bf215bcc302d2e6a5f6ba754f8baed6bf3f3b29d632a2b0fd2ea,2,1,235,40,235.0,2,1,3,699,0.9157085980328341,0.9157085980328341,1.0,0.9157085980328341,0.45785429901641705,0.9157085980328341,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8240fe845309db71c6c86d523f79ecdfc04bab3439113e74d8550e9cdc428b5e,2,1,154,26,154.0,3,1,0,1196,0.7076502732240437,0.7076502732240437,1.0,0.7076502732240437,0.35382513661202186,0.7076502732240437,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,0709a558069ab95c7ef87ec526ab856b0e16b26da322ba18f2f906d7177da52c,2,1,178,30,178.0,3,1,8100,2242,0.420769918321917,0.420769918321917,1.0,0.420769918321917,0.21038495916095856,0.4207699183219169,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8fc7eb0530c12c278b1b11a3db15c5b90833089a4871a58b7e8c2670cf978f28,2,1,293,49,293.0,3,1,67,1493,0.616740533709279,0.616740533709279,1.0,0.616740533709279,0.3083702668546395,0.616740533709279,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,e2f290e080f6231b41daff299884e8f07168988ecf1c0fe68305cf6bf8347584,2,1,199,34,199.0,3,1,9,3881,0.6832320948187208,0.6832320948187208,1.0,0.6832320948187208,0.3416160474093604,0.6832320948187208,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f5e59d301bf82ee659acf3efa294bdb947aa7e015d146ed24f3f4caf2c54a87a,2,1,139,28,139.0,3,1,8,811,0.44458956412631,0.44458956412631,1.0,0.44458956412631,0.222294782063155,0.44458956412631,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,543acc839c9a52dadb7654d53c46878b382a8986cb2ae282b049f0ad3ebaeac3,2,1,287,52,287.0,3,1,10,5226,0.7225520656172147,0.7225520656172147,1.0,0.7225520656172147,0.36127603280860743,0.7225520656172146,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,776d062fbfdfe85a9c3865670e031ede51a8b5979141374f158b00fa87f26905,2,1,170,29,170.0,3,1,198,939,0.4718427161097103,0.4718427161097103,1.0,0.4718427161097103,0.23592135805485515,0.4718427161097103,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,647e8d944dd52e1d4db18cea919161b6892d970271d9afc7768650beb6eb56d9,2,1,170,31,170.0,3,1,5,981,0.6274078646542257,0.6274078646542257,1.0,0.6274078646542257,0.31370393232711286,0.6274078646542257,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,8db3ee80a232a50b2b1cac8061c65e9de48daedc5c62a85aa4c9b1a4b50797b4,2,1,285,51,285.0,2,1,14,472,0.44065923172322474,0.44065923172322474,1.0,0.44065923172322474,0.22032961586161237,0.44065923172322474,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,3697fbfe2077e0894c1454251e051a645d125cf533a98f3edc921ae2dbf3058b,2,1,199,35,199.0,3,1,119,1239,0.9757938540862037,0.9757938540862037,1.0,0.9757938540862037,0.48789692704310184,0.9757938540862037,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,2e77e1da61a43204231520d2c726f5adabdf4e2a05a2657ad2caaaaf892ea6de,2,1,228,37,228.0,3,1,8,2347,0.7895084502271064,0.7895084502271064,1.0,0.7895084502271064,0.3947542251135532,0.7895084502271064,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ae4227bb77b04438e558c37e2e605d9e2e313b60322ed9740aa4696f62be3903,2,1,231,38,231.0,3,1,180,2823,0.6483216212857232,0.6483216212857232,1.0,0.6483216212857232,0.3241608106428616,0.6483216212857232,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,f2a45ee101a254191c8e43a5f836eb06a8235d983693f52637c082671b828904,2,1,282,53,282.0,3,1,46,465,0.693274109838139,0.693274109838139,1.0,0.693274109838139,0.3466370549190695,0.693274109838139,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,ca893afb04bc18bd195132ff7ab89df41599f0e16b546c3a47f1e743fd9cbac9,2,1,230,37,230.0,3,1,301,2532,0.40885380815452455,0.40885380815452455,1.0,0.40885380815452455,0.20442690407726227,0.40885380815452455,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,175c99d1b9f38d03dc5ff0b439f3252e80fa5d59c4ca8ef8d7c198007e078f5c,2,1,245,45,245.0,3,1,1509,718,0.7218849965778049,0.7218849965778049,1.0,0.7218849965778049,0.3609424982889025,0.7218849965778048,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,df41b227ea9195dbe1962bfed85687be4a83a061cbc480aee60826b57e9377d6,2,1,249,40,249.0,3,1,10,1318,0.6326467725218461,0.6326467725218461,1.0,0.6326467725218461,0.31632338626092305,0.6326467725218461,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,30d6d3ca5a24b341e0329f409b4f6fcad1821bd64ed69c0f3a871065bb5595b7,2,1,279,46,279.0,3,1,9,2582,0.7907212239772509,0.7907212239772509,1.0,0.7907212239772509,0.3953606119886255,0.7907212239772508,0.0,0.0,0.0,0.0,0.0,1.0
AskMind,bb1a623524e74a3416fc910d484dc9502151746f0318167338da3a443781c384,2,1,193,36,193.0,4,1,450,1044,0.641462628751432,0.641462628751432,1.0,0.641462628751432,0.320731314375716,0.641462628751432,0.0,0.0,0.0,0.0,0.0,1.0
